 Program starts execution at  2017-08-28 20:39:55 
Authentication starts  2017-08-28 20:39:55 
Authentication completed  2017-08-28 20:39:55 
Starting time for searching pages which have the given search string  Johnson's Baby 2017-08-28 20:39:55 
Finishing time for searching pages which have the given search string  2017-08-28 20:40:00 
Starting time for going through each page  2017-08-28 20:40:00 
Starting time		 Page Id	Number of relevant posts	 Finishing Time 
 2017-08-28 21:34:36 	 115212435194545_736252506423865 		 0 		 2017-08-28 21:34:37 
 2017-08-28 21:34:37 	 115212435194545_733696553346127 		 2 		 2017-08-28 21:34:37 
 2017-08-28 21:34:37 	 115212435194545_729769680405481 		 1 		 2017-08-28 21:34:37 
 2017-08-28 21:34:37 	 115212435194545_726355917413524 		 0 		 2017-08-28 21:34:38 
 2017-08-28 21:34:38 	 115212435194545_725808584134924 		 0 		 2017-08-28 21:34:39 
Starting time for searching pages which have the given search string  Chocos 2017-08-28 21:34:39 
Finishing time for searching pages which have the given search string  2017-08-28 21:34:42 
Starting time for going through each page  2017-08-28 21:34:42 
Starting time		 Page Id	Number of relevant posts	 Finishing Time 
 2017-08-28 21:34:42 	 103196006511224 		 8 		 2017-08-28 21:34:52 
 2017-08-28 21:34:52 	 1438850976385589 		 39 		 2017-08-28 21:35:09 
 2017-08-28 21:35:09 	 554504661244646 		 1233 		 2017-08-28 21:36:24 
 2017-08-28 21:36:24 	 1733904680160066 		 1608 		 2017-08-28 21:37:11 
 2017-08-28 21:37:11 	 1655999541388416 		 550 		 2017-08-28 21:38:25 
 2017-08-28 21:38:25 	 112519695430083 		 0 		 2017-08-28 21:38:25 
 2017-08-28 21:38:25 	 370958086291907 		 97 		 2017-08-28 21:38:52 
 2017-08-28 21:38:52 	 381434185550591 		 0 		 2017-08-28 21:38:56 
 2017-08-28 21:38:56 	 100275823849362 		 0 		 2017-08-28 21:39:04 
 2017-08-28 21:39:04 	 300654310022084 		 0 		 2017-08-28 21:39:15 
 2017-08-28 21:39:15 	 975974792442363 		 5 		 2017-08-28 21:39:24 
 2017-08-28 21:39:24 	 1676906519205814 		 107 		 2017-08-28 21:40:13 
 2017-08-28 21:40:13 	 222882041395071 		 20 		 2017-08-28 21:40:28 
 2017-08-28 21:40:28 	 106880542685462 		 0 		 2017-08-28 21:40:28 
 2017-08-28 21:40:28 	 524250764405535 		 1151 		 2017-08-28 21:42:02 
 2017-08-28 21:42:02 	 160336184165264 		 3 		 2017-08-28 21:42:08 
 2017-08-28 21:42:08 	 120169401950791 		 0 		 2017-08-28 21:42:09 
 2017-08-28 21:42:09 	 131002100395478 		 33 		 2017-08-28 21:42:21 
 2017-08-28 21:42:21 	 870009523087940 		 0 		 2017-08-28 21:42:31 
 2017-08-28 21:42:31 	 1504556586459163 		 465 		 2017-08-28 21:42:58 
 2017-08-28 21:42:58 	 519254408119570 		 5 		 2017-08-28 21:42:59 
 2017-08-28 21:42:59 	 135227406539871 		 0 		 2017-08-28 21:43:07 
 2017-08-28 21:43:07 	 1402685589814372 		 0 		 2017-08-28 21:43:08 
 2017-08-28 21:43:08 	 172262312854772 		 208 		 2017-08-28 21:43:48 
 2017-08-28 21:43:48 	 1012188798801410 		 25 		 2017-08-28 21:44:05 
 2017-08-28 21:44:05 	 640551722653966 		 0 		 2017-08-28 21:44:07 
 2017-08-28 21:44:07 	 1652217288371342 		 0 		 2017-08-28 21:44:22 
 2017-08-28 21:44:22 	 1355724734466094 		 0 		 2017-08-28 21:44:37 
 2017-08-28 21:44:37 	 468703543202382 		 0 		 2017-08-28 21:44:53 
 2017-08-28 21:44:53 	 257535111034983 		 48 		 2017-08-28 21:45:19 
 2017-08-28 21:45:19 	 299266880181911 		 151 		 2017-08-28 21:45:59 
